,Time,Fantom Volume
114,1596326400000,4207018.979811414
115,1596412800000,4934085.594155001
116,1596499200000,4632641.06983299
117,1596585600000,5121011.844570953
118,1596672000000,9313714.526824437
119,1596758400000,10565852.510165801
120,1596844800000,8046169.643823773
121,1596931200000,6394993.570681665
122,1597017600000,8559295.45983259
123,1597104000000,9539517.313115176
124,1597190400000,7343095.280399747
125,1597276800000,11669616.799673922
126,1597363200000,13228666.112447508
127,1597449600000,5954797.961548116
128,1597536000000,29016508.200803477
129,1597622400000,22201771.57617079
130,1597708800000,10355218.670772081
131,1597795200000,19567011.720222507
132,1597881600000,12432075.394298557
133,1597968000000,26147440.749443226
134,1598054400000,12892235.554828016
135,1598140800000,17636003.695471816
136,1598227200000,8998835.386806749
137,1598313600000,6208868.485819576
138,1598400000000,10365267.843435027
139,1598486400000,7928054.977418996
140,1598572800000,7775858.135889588
141,1598659200000,6248561.634867061
142,1598745600000,5574888.47782679
143,1598832000000,18669984.049787045
144,1598918400000,53130644.60687057
145,1599004800000,19425961.7870149
146,1599091200000,68246591.13007453
147,1599177600000,27729710.51222376
148,1599264000000,21230475.410694037
149,1599350400000,18969129.561222527
150,1599436800000,21854689.584197298
151,1599523200000,14124573.324021546
152,1599609600000,11506223.541671157
153,1599696000000,12256455.521985786
154,1599782400000,10428651.02958067
155,1599868800000,8283578.438438422
156,1599955200000,7014313.615171817
157,1600041600000,8720909.03036655
158,1600128000000,8914095.157033626
159,1600214400000,10644362.381840417
160,1600300800000,6280211.27894915
161,1600387200000,6896763.854833571
162,1600473600000,31803543.657478113
163,1600560000000,50986503.760881945
164,1600646400000,18429584.27413603
165,1600732800000,35773562.753857255
166,1600819200000,28616000.51069191
167,1600905600000,23746545.397877563
168,1600992000000,18338239.566651966
169,1601078400000,16097395.721376743
170,1601164800000,11047527.165924976
171,1601251200000,9214869.455509808
172,1601337600000,13641143.758823691
173,1601424000000,9555940.420795957
174,1601510400000,8492852.416380983
175,1601596800000,12385105.367641822
176,1601683200000,13578168.79394251
177,1601769600000,9948172.19239508
178,1601856000000,6396114.963662682
179,1601942400000,6558881.932508111
180,1602028800000,9563904.272909341
181,1602115200000,8758688.243334776
182,1602201600000,6717012.308361155
183,1602288000000,10374594.029463938
184,1602374400000,10338112.04161413
185,1602460800000,7421395.558120128
186,1602547200000,10523502.307619782
187,1602633600000,5167638.342820293
188,1602720000000,8903106.625295704
189,1602806400000,12367823.760553034
190,1602892800000,8001732.282850094
191,1602979200000,8194230.030623964
192,1603065600000,5207143.441588983
193,1603152000000,4615798.314528285
194,1603238400000,9101986.819023559
195,1603324800000,5576098.589911788
196,1603411200000,10100547.299382813
197,1603497600000,5660546.713908266
198,1603584000000,7086958.127817411
199,1603670400000,5336369.951010138
200,1603756800000,5789916.509586827
201,1603843200000,8583645.386078138
202,1603929600000,10979645.293331504
203,1604016000000,7481306.126324432
204,1604102400000,9081603.826284645
205,1604188800000,8934381.883433228
206,1604275200000,4830463.125077245
207,1604361600000,7185691.522147742
208,1604448000000,6804255.031554321
209,1604534400000,7000353.041607754
210,1604620800000,6219975.088520955
211,1604707200000,9946144.701888625
212,1604793600000,15373952.252732204
213,1604880000000,9089620.278552376
214,1604966400000,6397189.65247297
215,1605052800000,8684674.981521146
216,1605139200000,11718582.342325583
217,1605225600000,8905394.392343488
218,1605312000000,6818045.391669492
219,1605398400000,5624032.302046661
220,1605484800000,5448135.598730484
221,1605571200000,7321571.55456373
222,1605657600000,8218605.407955242
223,1605744000000,6182032.30431545
224,1605830400000,11891905.95897364
225,1605916800000,5696235.747604073
226,1606003200000,9518273.947661616
227,1606089600000,7991317.315071608
228,1606176000000,14228693.346497681
229,1606262400000,21313417.197521366
230,1606348800000,18100334.330977187
231,1606435200000,16956150.58072047
232,1606521600000,6138268.391096284
233,1606608000000,7839949.697642702
234,1606694400000,3727266.8831238933
235,1606780800000,7412461.350935761
236,1606867200000,10129324.124656133
237,1606953600000,6777165.698957954
238,1607040000000,10729823.29067734
239,1607126400000,7067431.470978877
240,1607212800000,5478629.294530856
241,1607299200000,4477697.206939921
242,1607385600000,4878396.900161115
243,1607472000000,7496706.264146265
244,1607558400000,9211016.8928301
245,1607644800000,12419472.397627499
246,1607731200000,5959236.777972914
247,1607817600000,3272801.107059149
248,1607904000000,4994816.072753007
249,1607990400000,5736968.392421756
250,1608076800000,4404534.144509781
251,1608163200000,6468557.34127385
252,1608249600000,10941311.016343754
253,1608336000000,6057406.549141399
254,1608422400000,5823764.330500225
255,1608508800000,11026060.649014844
256,1608595200000,8093340.230851179
257,1608681600000,5286321.854374284
258,1608768000000,7413089.105867577
259,1608854400000,5514212.172842927
260,1608940800000,4566251.056411703
261,1609027200000,5155320.530644166
262,1609113600000,6198480.463702466
263,1609200000000,6649267.8737192275
264,1609286400000,6888213.797233479
265,1609372800000,5698645.547903033
266,1609459200000,5317044.337048546
267,1609545600000,6093477.870942871
268,1609632000000,5703923.097785393
269,1609718400000,12092362.808104442
270,1609804800000,17356826.11757125
271,1609891200000,14563153.135101276
272,1609977600000,14450945.555024806
273,1610064000000,22308673.384207875
274,1610150400000,19107745.682762362
275,1610236800000,14815558.998060014
276,1610323200000,17415591.711108327
277,1610409600000,18973958.87854669
278,1610496000000,11933920.941776583
279,1610582400000,10263282.945425725
280,1610668800000,7029711.152701274
281,1610755200000,16381263.57979706
282,1610841600000,18798033.90580877
283,1610928000000,15525949.377815563
284,1611014400000,13117031.039359637
285,1611100800000,10217009.276317691
286,1611187200000,11427241.36604888
287,1611273600000,14194537.327559354
288,1611360000000,12005700.867477292
289,1611446400000,64506215.624472424
290,1611532800000,153833042.01886705
291,1611619200000,79739146.07574508
292,1611705600000,86471986.57106473
293,1611792000000,172948620.37352654
294,1611878400000,223067721.18840978
295,1611964800000,645665807.975398
296,1612051200000,271725962.64870954
297,1612137600000,195699920.7484352
298,1612224000000,88561321.41556208
299,1612310400000,182903782.34634504
300,1612396800000,216480784.2110822
301,1612483200000,133117119.12421598
302,1612569600000,123598063.43098502
303,1612656000000,110301671.42571512
304,1612742400000,78262701.67377016
305,1612828800000,95089064.37652461
306,1612915200000,95603090.38932808
307,1613001600000,93634651.82024792
308,1613088000000,200192064.17469722
309,1613174400000,199182995.94890928
310,1613260800000,106116454.98337194
311,1613347200000,56603221.470098466
312,1613433600000,89292748.16631937
313,1613520000000,56686085.79982242
314,1613606400000,45885458.929474205
315,1613692800000,205270898.45785046
316,1613779200000,129278354.47588699
317,1613865600000,241372756.00879702
318,1613952000000,481450867.5341577
319,1614038400000,813492099.3406097
320,1614124800000,964524361.0110888
321,1614211200000,909005381.5445908
322,1614297600000,1772467741.480978
323,1614384000000,985088727.9149661
324,1614470400000,662170275.475954
325,1614556800000,438514534.6622885
326,1614643200000,1046872052.3556526
327,1614729600000,450463649.0857458
328,1614816000000,321163660.8102514
329,1614902400000,298667781.23396415
330,1614988800000,225255721.60785788
331,1615075200000,143139166.3065615
332,1615161600000,159217906.5519733
333,1615248000000,191043966.8041419
334,1615334400000,339859970.0356017
335,1615420800000,234448786.53559196
336,1615507200000,189066584.64754948
337,1615593600000,292773064.3229608
338,1615680000000,182589534.0139457
339,1615766400000,113807919.19581275
340,1615852800000,126992597.44933152
341,1615939200000,116335599.61672242
342,1616025600000,166993706.06917423
343,1616112000000,112945464.04623623
344,1616198400000,104389333.55756485
345,1616284800000,168651189.07519597
346,1616371200000,110240913.10381414
347,1616457600000,137297054.28473213
348,1616544000000,96836941.40118586
349,1616630400000,100305420.74226452
350,1616716800000,100106851.04753742
351,1616803200000,99243574.03403269
352,1616889600000,71988478.0754514
353,1616976000000,148622385.8305028
354,1617062400000,145121746.84934032
355,1617148800000,184457586.76775151
356,1617235200000,164980122.86726177
357,1617321600000,141480199.1038223
358,1617408000000,113915056.9872172
359,1617494400000,94117620.87747933
360,1617580800000,83465191.74186851
361,1617667200000,246610647.94738972
362,1617753600000,405644112.36797047
363,1617840000000,190536384.8831528
364,1617926400000,127191686.51112181
365,1618012800000,119943298.39027867
366,1618099200000,105604555.01341389
367,1618185600000,93362060.11223553
368,1618272000000,92280969.18245067
369,1618358400000,90356065.90041818
370,1618444800000,104147228.55811131
371,1618531200000,119853534.42109257
372,1618617600000,118578772.64264831
373,1618704000000,473619810.57540447
374,1618790400000,275236946.6324557
375,1618876800000,155263636.30075085
376,1618963200000,108051874.26852125
377,1619049600000,79965898.50164524
378,1619136000000,100258241.62926897
379,1619222400000,137733716.03738603
380,1619308800000,62917811.09373487
381,1619395200000,65784690.42540945
382,1619481600000,188646826.3928183
383,1619568000000,330448104.89870566
384,1619654400000,568239577.4456367
385,1619740800000,785265601.4062917
386,1619827200000,795143303.2244792
387,1619913600000,605305512.9031757
388,1620000000000,399459131.5925658
389,1620086400000,314207400.2552247
390,1620172800000,411354845.18962073
391,1620259200000,504465030.1648908
392,1620345600000,270752007.0489492
393,1620432000000,206016641.75889054
394,1620518400000,660005010.5415218
395,1620604800000,519089904.990088
396,1620691200000,409270898.4981428
397,1620777600000,277712166.5165889
398,1620864000000,311721213.9859754
399,1620950400000,261142861.64841816
400,1621036800000,177961953.0162861
401,1621123200000,209957554.34497675
402,1621209600000,256350849.0830408
403,1621296000000,171724501.40591758
404,1621382400000,243832976.34800628
405,1621468800000,760015445.7317293
406,1621555200000,305126640.61657727
407,1621641600000,205122011.5498311
408,1621728000000,149069458.1444902
409,1621814400000,254295980.3973611
410,1621900800000,246444816.173017
411,1621987200000,170428616.57398412
412,1622073600000,193104860.28812248
413,1622160000000,120124926.20058115
414,1622246400000,126304122.86400379
415,1622332800000,70894315.53296648
416,1622419200000,74457562.78381562
417,1622505600000,80306662.91409759
418,1622592000000,76442718.85685249
419,1622678400000,129234197.83068122
420,1622764800000,155752866.41962606
421,1622851200000,128935704.64018375
422,1622937600000,115961725.65573855
423,1623024000000,74025936.36059664
424,1623110400000,90199095.28565033
425,1623196800000,127536957.87200637
426,1623283200000,103416345.39479941
427,1623369600000,77547388.93758824
428,1623456000000,65684872.05034362
429,1623542400000,73411650.72965498
430,1623628800000,82167344.4564678
431,1623715200000,105822290.48714143
432,1623801600000,83081679.93870418
433,1623888000000,74193304.20496373
434,1623974400000,136917938.71539748
435,1624060800000,155646986.36595628
436,1624147200000,106720603.26669416
437,1624233600000,101942130.14707363
438,1624320000000,132720940.81172056
439,1624406400000,151565104.81582707
440,1624492800000,98459204.07246715
441,1624579200000,64600037.078937046
442,1624665600000,76371634.86375736
443,1624752000000,62668324.42451649
444,1624838400000,50559924.21629214
445,1624924800000,58363395.646051094
446,1625011200000,62491369.06177558
447,1625097600000,65900412.32545793
448,1625184000000,60878561.83514827
449,1625270400000,45755854.55293038
450,1625356800000,34233365.5317551
451,1625443200000,47144197.10523714
452,1625529600000,46553622.628399335
453,1625616000000,54636502.234550945
454,1625702400000,65924540.431293145
455,1625788800000,50219095.813270345
456,1625875200000,33968340.28927509
457,1625961600000,25117522.919786554
458,1626048000000,25595447.33330171
459,1626134400000,29090981.822134417
460,1626220800000,29094642.463595636
461,1626307200000,27134816.52162307
462,1626393600000,26296783.6132144
463,1626480000000,24643366.15675929
464,1626566400000,20591930.123219475
465,1626652800000,18195226.473611172
466,1626739200000,27068693.866896395
467,1626825600000,34126256.947694175
468,1626912000000,34540229.10906845
469,1626998400000,30035638.8296211
470,1627084800000,28318420.07438468
471,1627171200000,29985614.72929094
472,1627257600000,26779901.22284068
473,1627344000000,77986196.83437032
474,1627430400000,55045509.27860591
475,1627516800000,45665184.670191064
476,1627603200000,77391148.72860402
477,1627689600000,55305529.44028439
478,1627776000000,47458770.48996594
479,1627862400000,59004799.88851639
480,1627948800000,47800042.2523965
481,1628035200000,40267698.16932584
482,1628121600000,38102610.67866852
483,1628208000000,38845785.918907695
484,1628294400000,67483905.4801684
485,1628380800000,55885608.88490393
486,1628467200000,61493595.011794634
487,1628553600000,50226678.39829799
488,1628640000000,56514149.1798818
489,1628726400000,71940539.25553289
490,1628812800000,60159331.89256206
491,1628899200000,63111423.187903345
492,1628985600000,52626082.272765
493,1629072000000,45014032.01065879
494,1629158400000,171564255.72234383
495,1629244800000,193500412.07861018
496,1629331200000,180155858.88667527
497,1629417600000,73429861.9337356
498,1629504000000,172555889.63359424
499,1629590400000,189769850.162789
500,1629676800000,146311154.9068843
501,1629763200000,115073219.10925646
502,1629849600000,127633537.71127227
503,1629936000000,109489857.71534924
504,1630022400000,122463575.62112619
505,1630108800000,109376090.01002024
506,1630195200000,106691438.32005754
507,1630281600000,132034770.98327416
508,1630368000000,1296415287.2663863
509,1630454400000,602752178.589042
510,1630540800000,752330868.7796284
511,1630627200000,484845306.4341492
512,1630713600000,531945035.9092832
513,1630800000000,904528464.9218233
514,1630886400000,790069314.7057815
515,1630972800000,1051797582.4300678
516,1631059200000,2704111683.9504795
517,1631145600000,1732637548.0719533
518,1631232000000,1817520577.9230502
519,1631318400000,874254490.7012516
520,1631404800000,730557226.831061
521,1631491200000,467362603.65844065
522,1631577600000,557120425.1097846
523,1631664000000,554203947.9438705
524,1631750400000,911087260.405273
525,1631836800000,560734222.654255
526,1631923200000,384109546.0593183
527,1632009600000,424940799.20903003
528,1632096000000,537978501.0527321
529,1632182400000,836257709.839323
530,1632268800000,623011853.368645
531,1632355200000,615743448.8726772
532,1632441600000,491983400.1310255
533,1632528000000,563048423.5402681
534,1632614400000,634371982.6768073
535,1632700800000,461646183.52700686
536,1632787200000,612646588.2637652
537,1632873600000,629938477.9450418
538,1632960000000,423350774.7677682
539,1633046400000,312828971.2668624
540,1633132800000,494596883.06860316
541,1633219200000,397346769.5032504
542,1633305600000,395735536.78014785
543,1633392000000,373145507.48114
544,1633478400000,257943838.69019005
545,1633564800000,565494938.606286
546,1633651200000,2041955639.1874356
547,1633737600000,3010318624.510469
548,1633824000000,993363569.8667731
549,1633910400000,705914355.2189173
550,1633996800000,1038690448.1749617
551,1634083200000,788701319.5603472
552,1634169600000,566942607.6212009
553,1634256000000,446841015.0835403
554,1634342400000,487043994.0899485
555,1634428800000,483197480.12240493
556,1634515200000,943404060.644697
557,1634601600000,500450546.4005135
558,1634688000000,822969621.5424863
559,1634774400000,722289450.4741063
560,1634860800000,588841169.4290581
561,1634947200000,894019596.8477899
562,1635033600000,585318852.4739071
563,1635120000000,814793409.2985144
564,1635206400000,879919734.823998
565,1635292800000,1690129037.5912647
566,1635379200000,2112384253.5986714
567,1635465600000,1822505734.9192936
568,1635552000000,807617329.784374
569,1635638400000,831159400.6062616
570,1635724800000,626160737.5058112
571,1635811200000,597681112.505549
572,1635897600000,531869719.94678265
573,1635984000000,700674219.818971
574,1636070400000,730808367.3797448
575,1636156800000,943692896.254068
576,1636243200000,531423905.8806547
577,1636329600000,446878668.5531415
578,1636416000000,945698324.5693023
579,1636502400000,649190143.4849585
580,1636588800000,1044055843.7556016
581,1636675200000,503141503.8509734
582,1636761600000,705979799.4571235
583,1636848000000,370558723.4041904
584,1636934400000,331196901.1833212
585,1637020800000,327489508.1428341
586,1637107200000,759265162.810004
587,1637193600000,570689282.7054942
588,1637280000000,914553001.5202533
589,1637366400000,867466453.1447902
590,1637452800000,514518341.7150145
591,1637539200000,481509952.1271527
592,1637625600000,443170504.1525469
593,1637712000000,1338139559.8967984
594,1637798400000,1252338057.035964
595,1637884800000,798662792.1453933
596,1637971200000,931222017.9205375
597,1638057600000,374770636.7408631
598,1638144000000,435868852.4554119
599,1638230400000,357531316.72990745
600,1638316800000,487308524.53471196
601,1638403200000,434329834.66113865
602,1638489600000,359886171.3623101
603,1638576000000,418588573.0335137
604,1638662400000,1116641219.0662456
605,1638748800000,447390534.0231839
606,1638835200000,758178547.7382448
607,1638921600000,467918105.7499779
608,1639008000000,355733465.7076641
609,1639094400000,327855287.26539147
610,1639180800000,359993316.0945592
611,1639267200000,231024247.12873486
612,1639353600000,197690333.17155877
613,1639440000000,321328655.0036004
614,1639526400000,274946625.5182037
615,1639612800000,416047656.67093164
616,1639699200000,396555484.9709581
617,1639785600000,319476272.05404645
618,1639872000000,320372224.7871946
619,1639958400000,245743034.7137975
620,1640044800000,284599255.53279
621,1640131200000,269665395.11120504
622,1640217600000,486512960.6011214
623,1640304000000,857238797.4356375
624,1640390400000,1032320824.9943432
625,1640476800000,671230895.3751295
626,1640563200000,973372272.3883898
627,1640649600000,733373627.084962
628,1640736000000,1242014987.1806993
629,1640822400000,916459979.1459773
630,1640908800000,557102916.995569
631,1640995200000,726109620.7945225
632,1641081600000,797441536.7298362
633,1641168000000,676941857.8120062
634,1641254400000,1415573437.1183677
635,1641340800000,1546968691.7675304
636,1641427200000,2604388122.8323765
637,1641513600000,1975495587.2108877
638,1641600000000,1731804456.460911
639,1641686400000,1624745836.9560206
640,1641772800000,1190450764.3884683
641,1641859200000,1226510015.8752577
642,1641945600000,1437769681.362442
643,1642032000000,1833525987.6865194
644,1642118400000,2158158926.0912056
645,1642204800000,1563459578.454356
646,1642291200000,889559330.514715
647,1642377600000,1792716845.7515235
648,1642464000000,1633524671.2037802
649,1642550400000,1592130647.243681
650,1642636800000,1472946652.5292652
651,1642723200000,1271814809.286911
652,1642809600000,2135347779.8338335
653,1642896000000,2110674608.5904858
654,1642982400000,1887858200.5896876
655,1643068800000,2070904219.839624
656,1643155200000,1824645475.758646
657,1643241600000,2119245030.0367277
658,1643328000000,1449383400.341262
659,1643414400000,1043540030.0346708
660,1643500800000,776056271.8585874
661,1643587200000,613873361.2803601
662,1643673600000,894518225.4263268
663,1643760000000,826981260.8311912
664,1643846400000,696745449.6649927
665,1643932800000,653172059.9439415
666,1644019200000,864790687.3278096
667,1644105600000,786888857.6095496
668,1644192000000,553673406.9890823
669,1644278400000,1231861827.6748495
670,1644364800000,923228981.3181415
671,1644451200000,609365021.8167818
672,1644537600000,705921640.9311819
673,1644624000000,636745933.5694216
674,1644710400000,503189869.738005
675,1644796800000,352917899.2931607
676,1644883200000,549853425.2618853
677,1644969600000,582844322.2133267
678,1645056000000,488856716.10027856
679,1645142400000,588513094.3144737
680,1645228800000,421164517.9658564
681,1645315200000,260513489.26618522
682,1645401600000,536715815.25028175
683,1645488000000,801449713.134061
684,1645574400000,698158050.6573673
685,1645660800000,643825842.1620576
686,1645747200000,1341874222.1742544
687,1645833600000,1018657690.9716718
688,1645920000000,815928567.5298977
689,1646006400000,900785071.5327054
690,1646092800000,912142834.6100359
691,1646179200000,1167786058.9195173
692,1646265600000,1586642780.9882352
693,1646352000000,1246358413.5718482
694,1646438400000,1037111195.6829919
695,1646524800000,678943343.0985358
696,1646611200000,1581801634.6324341
697,1646697600000,1497070228.9377687
698,1646784000000,937692034.612045
699,1646870400000,1117259667.4054637
700,1646956800000,855936874.9873207
701,1647043200000,1021626836.975802
702,1647129600000,510218723.5165729
703,1647216000000,438052613.7177797
704,1647302400000,778458057.3549415
705,1647388800000,1046028991.8514344
706,1647475200000,1154620375.8834112
707,1647561600000,538609341.2680451
708,1647648000000,569428534.744924
709,1647734400000,685419499.860018
710,1647820800000,421116427.1052144
711,1647907200000,536996915.8982154
712,1647993600000,482646051.15452397
713,1648080000000,368906698.88133353
714,1648166400000,471817942.82700944
715,1648252800000,650630439.744083
716,1648339200000,356400535.15055054
717,1648425600000,381990475.68555653
718,1648512000000,602550939.5493997
719,1648598400000,540989188.3212135
720,1648684800000,424639758.5211541
721,1648771200000,1023082289.8181981
722,1648857600000,1335005619.2423046
723,1648944000000,989909168.0858462
724,1649030400000,691120399.2630998
725,1649116800000,655139974.3659996
726,1649203200000,550134533.8931551
727,1649289600000,930290845.6867974
728,1649376000000,549460285.218393
729,1649462400000,457618414.99321866
730,1649522422000,389768195.1827499
